Facility ID	Facility Name	Address	City	State	ZIP Code	County Name	Unweighted Normalized Clinical Outcomes Domain Score	Weighted Normalized Clinical Outcomes Domain Score	Unweighted Person and Community Engagement Domain Score	Weighted Person and Community Engagement Domain Score	Unweighted Normalized Safety Domain Score	Weighted Safety Domain Score	Unweighted Normalized Efficiency and Cost Reduction Domain Score	Weighted Efficiency and Cost Reduction Domain Score	Total Performance Score	Location
30093	BANNER DEL E. WEBB MEDICAL CENTER	14502 WEST MEEKER BOULEVARD	SUN CITY WEST	AZ	85375	Maricopa	50	12.5	16	4	43.33333333	10.83333333	40	10	37.33333333	POINT (-112.371939 33.658307)
420085	GRAND STRAND REGIONAL MEDICAL CENTER	809 82ND PARKWAY	MYRTLE BEACH	SC	29572	Horry	67.5	16.875	35	8.75	20	5	50	12.5	43.125	POINT (-78.817079 33.754763)
220063	LOWELL GENERAL HOSPITAL	295 VARNUM AVENUE	LOWELL	MA	1854	Middlesex	55	13.75	31	7.75	26.66666667	6.666666667	0	0	28.16666667	POINT (-71.341323 42.646307)
390197	SACRED HEART HOSPITAL	421 CHEW STREET	ALLENTOWN	PA	18102	Lehigh	76.66666667	25.55555556	13	4.333333333	Not Available	Not Available	30	10	39.88888889	POINT (-75.468045 40.607987)
170103	NEWTON MEDICAL CENTER	600 MEDICAL CENTER DRIVE	NEWTON	KS	67114	Harvey	70	17.5	43	10.75	52.5	13.125	30	7.5	48.875	POINT (-97.33654 38.023034)
250141	BAPTIST MEMORIAL HOSPITAL DESOTO	7601 SOUTHCREST PARKWAY	SOUTHAVEN	MS	38671	DeSoto	63.33333333	15.83333333	11	2.75	31.66666667	7.916666667	10	2.5	29	POINT (-89.995535 34.968348)
450051	METHODIST DALLAS MEDICAL CENTER	1441 NORTH BECKLEY AVENUE	DALLAS	TX	75203	Dallas	57.5	14.375	33	8.25	38.33333333	9.583333333	0	0	32.20833333	POINT (-96.823006 32.761639)
450184	MEMORIAL HERMANN HOSPITAL SYSTEM	1635  NORTH LOOP WEST	HOUSTON	TX	77008	Harris	70	17.5	23	5.75	10	2.5	10	2.5	28.25	POINT (-95.430899 29.812266)
310113	SOUTHERN OCEAN MEDICAL CENTER	1140 RT 72 W	MANAHAWKIN	NJ	8050	Ocean	57.5	14.375	18	4.5	45	11.25	0	0	30.125	POINT (-74.287136 39.721499)
230230	EDWARD W SPARROW HOSPITAL	1215 E MICHIGAN AVENUE	LANSING	MI	48912	Ingham	67.5	16.875	20	5	35	8.75	10	2.5	33.125	POINT (-84.534816 42.733609)
50588	SAN DIMAS COMMUNITY HOSPITAL	1350 W COVINA BLVD	SAN DIMAS	CA	91773	Los Angeles	82.5	20.625	23	5.75	85	21.25	0	0	47.625	POINT (-117.83500599999999 34.099423)
140164	MEMORIAL HOSPITAL OF CARBONDALE	405 W JACKSON	CARBONDALE	IL	62901	Jackson	62.5	15.625	41	10.25	38.33333333	9.583333333	0	0	35.45833333	POINT (-89.220121 37.727973)
440031	ROANE MEDICAL CENTER	8045 ROANE MEDICAL CENTER DRIVE	HARRIMAN	TN	37748	Roane	40	13.33333333	24	8	Not Available	Not Available	50	16.66666667	38	POINT (-84.554418 35.888312)
260216	SAINT LUKE'S EAST HOSPITAL	100 N E SAINT LUKE'S BOULEVARD	LEES SUMMIT	MO	64086	Jackson	67.5	16.875	49	12.25	31.66666667	7.916666667	30	7.5	44.54166667	POINT (-94.378443 38.940551)
520027	ASCENSION COLUMBIA ST MARY'S HOSPITAL OZAUKEE	13111 N PORT WASHINGTON RD	MEQUON	WI	53097	Ozaukee	67.5	16.875	19	4.75	53.33333333	13.33333333	20	5	39.95833333	POINT (-87.92415 43.25618)
360080	EAST OHIO REGIONAL HOSPITAL	90 NORTH FOURTH STREET	MARTINS FERRY	OH	43935	Belmont	45	15	9	3	Not Available	Not Available	0	0	18	POINT (-80.720889 40.098644)
390112	CHAN SOON- SHIONG MEDICAL CENTER AT WINDBER	600 SOMERSET AVENUE	WINDBER	PA	15963	Somerset	63.33333333	15.83333333	73	18.25	100	25	0	0	59.08333333	POINT (-78.837917 40.242123)
520062	OCONOMOWOC MEMORIAL HOSPITAL	791 E SUMMIT AVE	OCONOMOWOC	WI	53066	Waukesha	62.5	15.625	34	8.5	33.33333333	8.333333333	0	0	32.45833333	POINT (-88.486109 43.101136)
330396	WOODHULL MEDICAL & MENTAL HEALTH CENTER	760 BROADWAY	BROOKLYN	NY	11206	Kings	50	12.5	12	3	48	12	30	7.5	35	POINT (-73.941557 40.700512)
340159	PERSON MEMORIAL HOSPITAL	615 RIDGE RD	ROXBORO	NC	27573	Person	53.33333333	17.77777778	19	6.333333333	Not Available	Not Available	10	3.333333333	27.44444444	POINT (-78.984763 36.407549)
130025	MADISON MEMORIAL HOSPITAL	450 EAST MAIN STREET	REXBURG	ID	83440	Madison	63.33333333	15.83333333	22	5.5	50	12.5	10	2.5	36.33333333	POINT (-111.773148 43.826051)
190036	OCHSNER MEDICAL CENTER	1516 JEFFERSON HWY	NEW ORLEANS	LA	70121	Jefferson	70	17.5	26	6.5	33.33333333	8.333333333	10	2.5	34.83333333	POINT (-90.145205 29.962771000000004)
380033	SACRED HEART UNIVERSITY DISTRICT	1255 HILYARD STREET	EUGENE	OR	97401	Lane	30	10	19	6.333333333	Not Available	Not Available	90	30	46.33333333	POINT (-123.08210500000001 44.046056)
230167	MCLAREN GREATER LANSING	401 W GREENLAWN AVE	LANSING	MI	48910	Ingham	75	18.75	16	4	35	8.75	30	7.5	39	POINT (-84.555111 42.704799)
500051	OVERLAKE HOSPITAL MEDICAL CENTER	1035-116TH AVE NE	BELLEVUE	WA	98004	King	70	17.5	23	5.75	50	12.5	40	10	45.75	
320018	MEMORIAL MEDICAL CENTER	2450 SOUTH TELSHOR BLVD	LAS CRUCES	NM	88011	Dona Ana	50	12.5	19	4.75	33.33333333	8.333333333	0	0	25.58333333	POINT (-106.735018 32.291993)
330104	NYACK HOSPITAL	160 NORTH MIDLAND AVENUE	NYACK	NY	10960	Rockland	97.5	24.375	12	3	25	6.25	0	0	33.625	POINT (-73.925253 41.095251000000005)
450801	CHRISTUS ST MICHAEL HEALTH SYSTEM	2600 ST MICHAEL DR	TEXARKANA	TX	75504	Bowie	55	13.75	35	8.75	21.66666667	5.416666667	10	2.5	30.41666667	POINT (-94.074448 33.46249)
240063	ST JOSEPH'S HOSPITAL	45 WEST 10TH STREET	SAINT PAUL	MN	55102	Ramsey	62.5	15.625	16	4	38	9.5	40	10	39.125	POINT (-93.100127 44.949062)
100151	MAYO CLINIC	4500 SAN PABLO RD	JACKSONVILLE	FL	32224	Duval	80	20	76	19	26	6.5	20	5	50.5	POINT (-81.437533 30.263702000000002)
230092	HENRY FORD ALLEGIANCE HEALTH	205 N EAST AVE	JACKSON	MI	49201	Jackson	57.5	14.375	23	5.75	51.66666667	12.91666667	40	10	43.04166667	POINT (-84.393603 42.250356)
110051	UNION GENERAL HOSPITAL	35 HOSPITAL ROAD	BLAIRSVILLE	GA	30512	Union	53.33333333	13.33333333	51	12.75	30	7.5	30	7.5	41.08333333	POINT (-83.963026 34.884842)
670031	ST LUKE'S PATIENTS MEDICAL CENTER	4600 EAST SAM HOUSTON PARKWAY SOUTH	PASADENA	TX	77505	Harris	85	21.25	33	8.25	0	0	10	2.5	32	POINT (-95.160714 29.640261000000002)
150165	FRANCISCAN HEALTH MUNSTER	701 SUPERIOR AVE	MUNSTER	IN	46321	Lake	65	16.25	52	13	37.5	9.375	0	0	38.625	POINT (-87.512328 41.537258)
140093	OSF SACRED HEART MEDICAL CENTER	812 N LOGAN AVE	DANVILLE	IL	61832	Vermilion	87.5	21.875	15	3.75	36.66666667	9.166666667	0	0	34.79166667	POINT (-87.644908 40.136197)
250104	ANDERSON REGIONAL MEDICAL CTR	2124 14 ST	MERIDIAN	MS	39301	Lauderdale	55	13.75	30	7.5	33.33333333	8.333333333	0	0	29.58333333	POINT (-88.699858 32.370775)
500058	KADLEC REGIONAL MEDICAL CENTER	888 SWIFT BLVD	RICHLAND	WA	99352	Benton	80	20	35	8.75	33.33333333	8.333333333	10	2.5	39.58333333	POINT (-119.28112099999998 46.280462)
330277	CORNING HOSPITAL	1 GUTHRIE DRIVE	CORNING	NY	14830	Steuben	65	16.25	20	5	46.66666667	11.66666667	70	17.5	50.41666667	POINT (-76.969841 42.136107)
150173	INDIANA UNIVERSITY HEALTH ARNETT HOSPITAL	5165 MCCARTY LN	LAFAYETTE	IN	47905	Tippecanoe	62.5	15.625	19	4.75	63.33333333	15.83333333	0	0	36.20833333	POINT (-86.807164 40.403025)
100019	HOLMES REGIONAL MEDICAL CENTER	1350 S HICKORY ST	MELBOURNE	FL	32901	Brevard	57.5	14.375	14	3.5	43.33333333	10.83333333	0	0	28.70833333	POINT (-80.613523 28.08691)
420036	MUSC HEALTH LANCASTER MEDICAL CENTER	800 W MEETING ST	LANCASTER	SC	29720	Lancaster	56.66666667	14.16666667	20	5	60	15	0	0	34.16666667	POINT (-80.786842 34.716906)
440176	INDIAN PATH COMMUNITY HOSPITAL	2000 BROOKSIDE DR	KINGSPORT	TN	37660	Sullivan	57.5	14.375	36	9	65	16.25	0	0	39.625	POINT (-82.517916 36.550686)
420053	NEWBERRY COUNTY MEMORIAL HOSPITAL	2669 KINARD ST PO BOX 497	NEWBERRY	SC	29108	Newberry	6.666666667	1.666666667	79	19.75	35	8.75	20	5	35.16666667	POINT (-81.604915 34.289433)
440227	TRISTAR STONECREST MEDICAL CENTER	200 STONECREST BOULEVARD	SMYRNA	TN	37167	Rutherford	50	12.5	34	8.5	43.33333333	10.83333333	10	2.5	34.33333333	POINT (-86.56376 35.973743)
450537	METHODIST RICHARDSON MEDICAL CENTER	2831 E PRESIDENT GEORGE BUSH HIGHWAY	RICHARDSON	TX	75082	Collin	47.5	11.875	24	6	45	11.25	0	0	29.125	POINT (-96.669176 32.996143)
50393	PIH HOSPITAL - DOWNEY	11500 BROOKSHIRE AVENUE	DOWNEY	CA	90241	Los Angeles	57.5	14.375	30	7.5	28.33333333	7.083333333	0	0	28.95833333	POINT (-118.131703 33.935563)
280077	METHODIST FREMONT HEALTH	450 EAST 23RD ST	FREMONT	NE	68025	Dodge	55	13.75	46	11.5	35	8.75	30	7.5	41.5	POINT (-96.492473 41.451464)
240106	REGIONS HOSPITAL	640 JACKSON STREET	SAINT PAUL	MN	55101	Ramsey	42.5	10.625	26	6.5	53.33333333	13.33333333	10	2.5	32.95833333	POINT (-93.096277 44.955338)
150005	HENDRICKS REGIONAL HEALTH	1000 E MAIN ST	DANVILLE	IN	46122	Hendricks	40	10	71	17.75	26	6.5	30	7.5	41.75	POINT (-86.500995 39.76071)
390168	BUTLER MEMORIAL HOSPITAL	ONE HOSPITAL WAY	BUTLER	PA	16001	Butler	32.5	8.125	28	7	61.66666667	15.41666667	20	5	35.54166667	
110226	EMORY HILLANDALE HOSPITAL	2801 DEKALB MEDICAL PARKWAY	LITHONIA	GA	30058	DeKalb	20	5	27	6.75	60	15	10	2.5	29.25	POINT (-84.146927 33.705488)
330184	MONTEFIORE NEW ROCHELLE HOSPITAL	16 GUION PLACE	NEW ROCHELLE	NY	10802	Westchester	90	22.5	12	3	24	6	0	0	31.5	POINT (-73.786997 40.912968)
330086	MONTEFIORE MOUNT VERNON HOSPITAL	12 NORTH 7TH AVENUE	MOUNT VERNON	NY	10550	Westchester	86.66666667	28.88888889	13	4.333333333	Not Available	Not Available	10	3.333333333	36.55555556	POINT (-73.840011 40.912754)
450018	UNIVERSITY OF TEXAS MEDICAL BRANCH	301 UNIVERSITY BOULEVARD	GALVESTON	TX	77555	Galveston	40	10	32	8	38.33333333	9.583333333	0	0	27.58333333	POINT (-94.776261 29.311443)
10099	D W MCMILLAN MEMORIAL HOSPITAL	1301 BELLEVILLE AVENUE	BREWTON	AL	36426	Escambia	25	6.25	48	12	35	8.75	0	0	27	POINT (-87.072378 31.127105)
440091	"MEMORIAL HEALTHCARE SYSTEM, INC"	2525 DESALES AVE	CHATTANOOGA	TN	37404	Hamilton	80	20	51	12.75	8	2	20	5	39.75	POINT (-85.261129 35.040037)
360163	CHRIST HOSPITAL	2139 AUBURN AVENUE	CINCINNATI	OH	45219	Hamilton	77.5	19.375	59	14.75	21.66666667	5.416666667	10	2.5	42.04166667	POINT (-84.508502 39.121167)
390290	HAHNEMANN UNIVERSITY HOSPITAL	230 NORTH BROAD STREET	PHILADELPHIA	PA	19102	Philadelphia	65	16.25	20	5	21.66666667	5.416666667	0	0	26.66666667	POINT (-75.162597 39.957334)
450647	MEDICAL CITY DALLAS	7777 FOREST LANE	DALLAS	TX	75230	Dallas	65	16.25	34	8.5	11.66666667	2.916666667	10	2.5	30.16666667	POINT (-96.77208900000001 32.909447)
490119	SENTARA PRINCESS ANNE HOSPITAL	2025 GLENN MITCHELL DRIVE	VIRGINIA BEACH	VA	23456	Virginia Beach City	80	20	42	10.5	26.66666667	6.666666667	50	12.5	49.66666667	POINT (-76.096738 36.777194)
50342	PIONEERS MEMORIAL HEALTHCARE DISTRICT	207 WEST LEGION ROAD	BRAWLEY	CA	92227	Imperial	52.5	13.125	20	5	12.5	3.125	30	7.5	28.75	POINT (-115.55272299999999 32.959947)
180056	METHODIST HOSPITAL	1305 N ELM ST	HENDERSON	KY	42420	Henderson	73.33333333	18.33333333	18	4.5	42	10.5	0	0	33.33333333	POINT (-87.581257 37.85385800000001)
490067	SOUTHSIDE REGIONAL MEDICAL CENTER	200 MEDICAL PARK BOULEVARD	PETERSBURG	VA	23805	Petersburg City	72.5	18.125	19	4.75	60	15	0	0	37.875	POINT (-77.361466 37.183654)
10062	WIREGRASS MEDICAL CENTER	1200 W MAPLE AVENUE	GENEVA	AL	36340	Geneva	80	26.66666667	35	11.66666667	Not Available	Not Available	10	3.333333333	41.66666667	POINT (-85.890837 31.048063000000003)
300011	ST JOSEPH HOSPITAL	172 KINSLEY ST	NASHUA	NH	3060	Hillsborough	65	16.25	27	6.75	80	20	0	0	43	POINT (-71.479886 42.750441)
280128	CHI HEALTH NEBRASKA HEART	7500 SOUTH 91ST ST	LINCOLN	NE	68526	Lancaster	50	16.66666667	39	13	Not Available	Not Available	0	0	29.66666667	POINT (-96.594607 40.735476)
150109	FRANCISCAN HEALTH LAFAYETTE	1701 S CREASY LN	LAFAYETTE	IN	47905	Tippecanoe	42.5	10.625	38	9.5	28.33333333	7.083333333	10	2.5	29.70833333	POINT (-86.838378 40.393845)
190015	"NORTH OAKS MEDICAL CENTER, L L C"	15790 PAUL VEGA MD DRIVE	HAMMOND	LA	70403	Tangipahoa	47.5	11.875	33	8.25	48.33333333	12.08333333	0	0	32.20833333	POINT (-90.45758 30.466698000000004)
50226	AHMC ANAHEIM REGIONAL MEDICAL CENTER	1111 W LA PALMA AVENUE	ANAHEIM	CA	92801	Orange	87.5	21.875	14	3.5	76.66666667	19.16666667	0	0	44.54166667	POINT (-117.93393400000001 33.847138)
40154	BAPTIST HEALTH MEDICAL CENTER-CONWAY	1555 EXCHANGE AVENUE	CONWAY	AR	72032	Faulkner	50	12.5	44	11	40	10	50	12.5	46	
100289	CLEVELAND CLINIC HOSPITAL	3100 WESTON RD	WESTON	FL	33331	Broward	70	17.5	33	8.25	14	3.5	10	2.5	31.75	POINT (-80.36546700000001 26.080401)
50517	VICTOR VALLEY GLOBAL MEDICAL CENTER	15248 11TH ST	VICTORVILLE	CA	92392	San Bernardino	63.33333333	15.83333333	12	3	36	9	0	0	27.83333333	POINT (-117.29251800000002 34.52897)
50689	SAN RAMON REGIONAL MEDICAL CENTER	6001 NORRIS CANYON ROAD	SAN RAMON	CA	94583	Contra Costa	57.5	14.375	27	6.75	42.5	10.625	30	7.5	39.25	POINT (-121.95927400000001 37.775988)
330058	GENEVA GENERAL HOSPITAL	196 -198 NORTH STREET	GENEVA	NY	14456	Ontario	66.66666667	16.66666667	23	5.75	70	17.5	50	12.5	52.41666667	
50060	COMMUNITY REGIONAL MEDICAL CENTER	2823 FRESNO STREET	FRESNO	CA	93721	Fresno	60	15	19	4.75	38.33333333	9.583333333	0	0	29.33333333	POINT (-119.783023 36.742583)
380051	SALEM HOSPITAL	"890 OAK STREET, SE"	SALEM	OR	97301	Marion	62.5	15.625	34	8.5	18.33333333	4.583333333	50	12.5	41.20833333	POINT (-123.033146 44.932887)
340015	NOVANT HEALTH ROWAN MEDICAL CENTER	612 MOCKSVILLE AVE	SALISBURY	NC	28144	Rowan	42.5	10.625	21	5.25	36.66666667	9.166666667	20	5	30.04166667	POINT (-80.471456 35.681766)
10144	SPRINGHILL MEMORIAL HOSPITAL	3719 DAUPHIN STREET	MOBILE	AL	36608	Mobile	30	7.5	37	9.25	51.66666667	12.91666667	10	2.5	32.16666667	POINT (-88.131719 30.685946)
390027	TEMPLE UNIVERSITY HOSPITAL	3401 NORTH BROAD STREET	PHILADELPHIA	PA	19140	Philadelphia	57.5	14.375	19	4.75	56.66666667	14.16666667	0	0	33.29166667	POINT (-75.1522 40.004667)
30119	MERCY GILBERT MEDICAL CENTER	3555 SOUTH VAL VISTA DRIVE	GILBERT	AZ	85297	Maricopa	75	18.75	31	7.75	16.66666667	4.166666667	10	2.5	33.16666667	POINT (-111.755311 33.286661)
100253	JUPITER MEDICAL CENTER	1210 S OLD DIXIE HWY	JUPITER	FL	33458	Palm Beach	77.5	19.375	28	7	83.33333333	20.83333333	10	2.5	49.70833333	POINT (-80.094539 26.922824)
360064	MH ST ELIZABETH YOUNGSTOWN HOSPITAL	1044 BELMONT AVENUE	YOUNGSTOWN	OH	44501	Mahoning	50	12.5	10	2.5	44	11	0	0	26	POINT (-80.65571 41.114321)
50736	MONTEREY PARK HOSPITAL	900 S ATLANTIC BLVD	MONTEREY PARK	CA	91754	Los Angeles	80	20	20	5	36.66666667	9.166666667	0	0	34.16666667	POINT (-118.138751 34.049769)
500150	LEGACY SALMON CREEK MEDICAL CENTER	2211 NE 139TH STREET	VANCOUVER	WA	98686	Clark	62.5	15.625	60	15	25	6.25	80	20	56.875	POINT (-122.64989900000002 45.721823)
50028	MAD RIVER COMMUNITY HOSPITAL	3800 JANES RD	ARCATA	CA	95521	Humboldt	65	16.25	39	9.75	30	7.5	70	17.5	51	POINT (-124.09084700000001 40.903309)
450716	HCA HOUSTON HEALTHCARE CYPRESS FAIRBANKS	10655 STEEPLETOP DRIVE	HOUSTON	TX	77065	Harris	56.66666667	14.16666667	14	3.5	21.66666667	5.416666667	20	5	28.08333333	POINT (-95.588567 29.927032000000004)
40047	FIVE RIVERS MEDICAL CENTER	2801 MEDICAL CENTER DRIVE	POCAHONTAS	AR	72455	Randolph	15	5	17	5.666666667	Not Available	Not Available	0	0	10.66666667	POINT (-90.996334 36.289911)
230069	SAINT JOSEPH MERCY LIVINGSTON HOSPITAL	620 BYRON RD	HOWELL	MI	48843	Livingston	73.33333333	24.44444444	47	15.66666667	Not Available	Not Available	50	16.66666667	56.77777778	POINT (-83.939355 42.615372)
360002	UNIVERSITY HOSPITALS SAMARITAN MEDICAL CENTER	1025 CENTER ST	ASHLAND	OH	44805	Ashland	62.5	15.625	51	12.75	80	20	20	5	53.375	POINT (-82.310413 40.858702)
310008	HOLY NAME MEDICAL CENTER	718 TEANECK RD	TEANECK	NJ	7666	Bergen	77.5	19.375	32	8	40	10	0	0	37.375	POINT (-74.008629 40.882377)
390265	JEFFERSON HOSPITAL	565 COAL VALLEY ROAD	JEFFERSON HILLS	PA	15025	Allegheny	47.5	11.875	21	5.25	65	16.25	30	7.5	40.875	POINT (-79.933468 40.319963)
110150	NAVICENT HEALTH BALDWIN	821 NORTH COBB STREET	MILLEDGEVILLE	GA	31061	Baldwin	40	10	9	2.25	60	15	20	5	32.25	POINT (-83.245145 33.088431)
50767	KAISER FOUNDATION HOSPITAL - VACAVILLE	1 QUALITY DRIVE	VACAVILLE	CA	95688	Solano	Not Available	Not Available	23	7.666666667	48.33333333	16.11111111	30	10	33.77777778	POINT (-121.936776 38.390073)
140029	RUSH COPLEY MEDICAL CENTER	2000 OGDEN AVENUE	AURORA	IL	60504	DuPage	77.5	19.375	32	8	31.66666667	7.916666667	0	0	35.29166667	POINT (-88.268415 41.727722)
140011	HERRIN HOSPITAL	201 S 14TH ST	HERRIN	IL	62948	Williamson	17.5	4.375	17	4.25	43.33333333	10.83333333	0	0	19.45833333	POINT (-89.026508 37.801613)
490053	JOHNSTON MEMORIAL HOSPITAL	16000 JOHNSTON MEMORIAL DRIVE	ABINGDON	VA	24211	Washington	27.5	6.875	27	6.75	43.33333333	10.83333333	10	2.5	26.95833333	POINT (-81.90856 36.72067)
450670	HCA HOUSTON HEALTHCARE TOMBALL	605 HOLDERRIETH	TOMBALL	TX	77375	Harris	65	16.25	13	3.25	58.33333333	14.58333333	0	0	34.08333333	POINT (-95.623985 30.088703)
10056	ST VINCENT'S BIRMINGHAM	810 ST VINCENT'S DRIVE	BIRMINGHAM	AL	35205	Jefferson	70	17.5	41	10.25	41.66666667	10.41666667	0	0	38.16666667	POINT (-86.788755 33.508015)
160153	MERCY MEDICAL CENTER-SIOUX CITY	801 5TH ST	SIOUX CITY	IA	51101	Woodbury	45	11.25	13	3.25	48.33333333	12.08333333	0	0	26.58333333	POINT (-96.400061 42.495329)
310069	INSPIRA MEDICAL CENTER ELMER	501 WEST FRONT STREET	ELMER	NJ	8318	Salem	67.5	16.875	52	13	70	17.5	0	0	47.375	POINT (-75.179457 39.588142)
420002	PIEDMONT MEDICAL CENTER	222 S HERLONG AVE	ROCK HILL	SC	29730	York	25	6.25	17	4.25	75	18.75	0	0	29.25	POINT (-81.05125 34.955198)
440137	TENNOVA HEALTHCARE-SHELBYVILLE	2835 HWY 231 NORTH	SHELBYVILLE	TN	37160	Bedford	70	23.33333333	23	7.666666667	Not Available	Not Available	20	6.666666667	37.66666667	POINT (-86.446372 35.563218)
450571	SHANNON MEDICAL CENTER	120 EAST HARRIS AVENUE	SAN ANGELO	TX	76903	Tom Green	70	17.5	39	9.75	16.66666667	4.166666667	10	2.5	33.91666667	POINT (-100.43509 31.464485)
450827	KELL WEST REGIONAL HOSPITAL	5402 KELL WEST BOULEVARD	WICHITA FALLS	TX	76310	Wichita	70	23.33333333	50	16.66666667	Not Available	Not Available	10	3.333333333	43.33333333	POINT (-98.578419 33.87238)
380075	PROVIDENCE MEDFORD MEDICAL CENTER	1111 CRATER LAKE AVENUE	MEDFORD	OR	97504	Jackson	40	10	40	10	45	11.25	70	17.5	48.75	POINT (-122.861 42.339971)
10021	DALE MEDICAL CENTER	126 HOSPITAL AVE	OZARK	AL	36360	Dale	40	13.33333333	83	27.66666667	Not Available	Not Available	10	3.333333333	44.33333333	POINT (-85.630966 31.451345000000003)
360075	UHHS RICHMOND HEIGHTS HOSPITAL	27100 CHARDON ROAD	RICHMOND HEIGHTS	OH	44143	Cuyahoga	97.5	24.375	39	9.75	37.5	9.375	10	2.5	46	POINT (-81.490272 41.58104300000001)
30011	ST JOSEPH'S HOSPITAL	350 NORTH WILMOT ROAD	TUCSON	AZ	85711	Pima	50	12.5	28	7	23.33333333	5.833333333	0	0	25.33333333	POINT (-110.857838 32.225946)
170200	"ASCENSION VIA CHRISTI HOSPITAL ST. TERESA, INC."	14800 WEST ST TERESA	WICHITA	KS	67235	Sedgwick	33.33333333	11.11111111	31	10.33333333	Not Available	Not Available	50	16.66666667	38.11111111	POINT (-97.513786 37.725045)
290012	SAINT ROSE DOMINICAN HOSPITALS - ROSE DE LIMA	102 E LAKE MEAD DR	HENDERSON	NV	89015	Clark	70	17.5	15	3.75	16.66666667	4.166666667	0	0	25.41666667	POINT (-114.983192 36.038829)
330205	ST ANTHONY COMMUNITY HOSPITAL	15 MAPLE AVENUE -19	WARWICK	NY	10990	Orange	52.5	13.125	71	17.75	80	20	30	7.5	58.375	POINT (-74.356945 41.26109400000001)
390133	LEHIGH VALLEY HOSPITAL	1200 SOUTH CEDAR CREST BOULEVARD	ALLENTOWN	PA	18105	Lehigh	72.5	18.125	22	5.5	35	8.75	0	0	32.375	POINT (-75.518672 40.566772)
450465	MATAGORDA REGIONAL MEDICAL CENTER	104 7TH STREET	BAY CITY	TX	77414	Matagorda	32.5	8.125	18	4.5	60	15	0	0	27.625	POINT (-95.99129 28.982805000000003)
460015	LOGAN REGIONAL HOSPITAL	500 EAST 1400 NORTH	LOGAN	UT	84341	Cache	67.5	16.875	51	12.75	77.5	19.375	60	15	64	POINT (-111.822877 41.757461)
100109	ADVENTHEALTH SEBRING	4200 SUN N LAKE BLVD	SEBRING	FL	33871	Highlands	72.5	18.125	24	6	43.33333333	10.83333333	10	2.5	37.45833333	POINT (-81.506881 27.538455)
50300	ST MARY MEDICAL CENTER	18300 HIGHWAY 18	APPLE VALLEY	CA	92307	San Bernardino	90	22.5	7	1.75	40	10	0	0	34.25	POINT (-117.265602 34.542046)
30134	BANNER GOLDFIELD MEDICAL CENTER	2050 WEST SOUTHERN AVENUE	APACHE JUNCTION	AZ	85120	Pinal	80	26.66666667	71	23.66666667	Not Available	Not Available	70	23.33333333	73.66666667	POINT (-111.566796 33.393343)
10157	SHOALS HOSPITAL	201 WEST AVALON AVENUE	MUSCLE SHOALS	AL	35661	Colbert	50	16.66666667	50	16.66666667	Not Available	Not Available	10	3.333333333	36.66666667	POINT (-87.676511 34.744941)
150035	PORTER REGIONAL HOSPITAL	85 EAST US HWY 6	VALPARAISO	IN	46383	Porter	67.5	16.875	16	4	58.33333333	14.58333333	0	0	35.45833333	POINT (-87.051316 41.55007)
50624	HENRY MAYO NEWHALL  HOSPITAL	23845  MCBEAN PKWY	VALENCIA	CA	91355	Los Angeles	85	21.25	21	5.25	58.33333333	14.58333333	10	2.5	43.58333333	POINT (-118.55314300000002 34.396342)
50145	COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA	23625 W R HOLMAN HIGHWAY	MONTEREY	CA	93940	Monterey	60	15	36	9	26.66666667	6.666666667	40	10	40.66666667	
50180	JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS	1601 YGNACIO VALLEY RD	WALNUT CREEK	CA	94598	Contra Costa	100	25	23	5.75	43.33333333	10.83333333	20	5	46.58333333	POINT (-122.042071 37.914297)
450610	MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER	921 GESSNER	HOUSTON	TX	77024	Harris	62.5	15.625	41	10.25	21.66666667	5.416666667	0	0	31.29166667	POINT (-95.544422 29.781023000000005)
390050	ALLEGHENY GENERAL HOSPITAL	320 EAST NORTH AVENUE	PITTSBURGH	PA	15212	Allegheny	32.5	8.125	9	2.25	36	9	0	0	19.375	POINT (-80.003249 40.456149)
60009	LUTHERAN MEDICAL CENTER	8300 W 38TH AVE	WHEAT RIDGE	CO	80033	Jefferson	65	16.25	43	10.75	63.33333333	15.83333333	20	5	47.83333333	POINT (-105.08929100000002 39.769328)
100006	ORLANDO HEALTH ORLANDO REGIONAL MEDICAL CENTER	52 W UNDERWOOD ST	ORLANDO	FL	32806	Orange	50	12.5	35	8.75	21.66666667	5.416666667	0	0	26.66666667	POINT (-81.378203 28.526925)
520035	AURORA SHEBOYGAN MEMORIAL MEDICAL CTR	2629 N 7TH ST	SHEBOYGAN	WI	53083	Sheboygan	70	17.5	51	12.75	65	16.25	70	17.5	64	POINT (-87.711206 43.772568)
340096	LEXINGTON MEMORIAL HOSPITAL INC	250 HOSPITAL DRIVE PO BOX 1817	LEXINGTON	NC	27293	Davidson	33.33333333	8.333333333	52	13	62.5	15.625	40	10	46.95833333	POINT (-80.287224 35.802754)
50102	DOCTORS HOSPITAL OF RIVERSIDE	3865 JACKSON STREET	RIVERSIDE	CA	92503	Riverside	66.66666667	16.66666667	11	2.75	46.66666667	11.66666667	0	0	31.08333333	POINT (-117.440052 33.92569700000001)
